Mag,Err
17.493225,0.011317990860170796
17.61286977329975,0.011495403278913964
17.746627914614123,0.011534305185849428
17.881545187601958,0.011838282948551992
18.02029304733728,0.011619522008007577
18.158027989130435,0.011739513476493805
18.29533300124533,0.011696365678445779
18.43481954976303,0.012004932050478551
18.57069130434783,0.011828765326203874
18.709873633440516,0.012218219252014044
18.84906386138614,0.012658068701664672
18.98475854968666,0.012719213318138023
19.12242017828201,0.013245964456047952
19.26128015873016,0.013354897956548213
19.397488364134155,0.014345972091781472
19.53707099286178,0.014442077873025837
19.675438439796498,0.0155248605759782
19.811849256110523,0.017026967280943633
19.950144308145244,0.017944985491872067
20.088291717647056,0.01905958463162929
20.226236086956522,0.02056283671521366
20.364012479541735,0.02227037637422228
20.500418761941155,0.024380746189273536
20.638731733524356,0.02664414856531117
20.777827438640653,0.02964791311237272
20.91513033611031,0.03260737950150577
21.053431035407726,0.03657436373152193
21.191014178544634,0.04085245644324277
21.327782529305683,0.04549342568484059
21.466579926692543,0.05102730351259929
21.604728600823044,0.05781851511877269
21.742742082514738,0.06423795769254304
21.8807626640302,0.07321277014279275
22.01763146401118,0.08128811125592937
22.15574953159598,0.09276120905358243
22.29377754556094,0.10463178915065813
22.43023873737374,0.11855906248268665
22.568309506430307,0.13386456549055942
22.706143141512847,0.15155512915664732
22.844131892411145,0.16692076744110967
22.982231720759337,0.1857258538827124
23.119217724609378,0.20168470043586534
23.257058158567773,0.2155412160928048
23.39347416481069,0.22083336400106995
23.528820099367664,0.22518879875415104
23.6659961426492,0.23709183348165752
23.8002844,0.23518216574409906
23.93246075471698,0.23575814159044645
24.052038333333332,0.23319874004047636
