Mag,Err
17.55824047619048,0.013820084597997169
17.67496463878327,0.0117678549730967
17.803631325301208,0.011379942135388291
17.93525365079365,0.009817004098391934
18.066945567651636,0.009830873990138416
18.202506340819024,0.00985116493716113
18.33533311258278,0.009699069191814472
18.467885849056607,0.009733173242622347
18.601240208574737,0.009967879572322084
18.735208396124868,0.009752003135736207
18.869248329853864,0.009575999722366568
19.002053261840928,0.009770134986974365
19.135132767402375,0.009981230519528383
19.26770015467904,0.009681348555734085
19.398889944134076,0.010144606041492206
19.536546266666665,0.01014623539395172
19.6691221958457,0.010536445226611436
19.80103791523482,0.010624691755852959
19.9343547460236,0.010852663789276388
20.068013910505837,0.011029016378821723
20.201342088463292,0.011228160308557998
20.335090463917524,0.011749159793286886
20.4683826,0.011896132442034534
20.600340336463223,0.012412848652276695
20.73568748280605,0.012970237361682508
20.868069673645323,0.013560067421572515
21.000150775080435,0.014182450294996481
21.135560562632694,0.01543227857832124
21.266866138469037,0.016039016490997784
21.399718733092875,0.017325672422550474
21.534008792878854,0.018680294902065245
21.66691917721519,0.020266579958960813
21.801618630952383,0.022202838831475873
21.93384741394846,0.02428508563183473
22.06665003570154,0.02633603097795049
22.20016219149309,0.029128675008729427
22.33337885813149,0.03246485204467783
22.466161658759443,0.0361357634412508
22.599310865191146,0.03996680996707387
22.733616897506923,0.04461912933295238
22.86521794105934,0.05038493265494056
22.999088301316643,0.055668502733093664
23.131714712362303,0.06169296635318329
23.26515442477876,0.0694047335015206
23.39747749066896,0.07795710187842535
23.527395914577532,0.08618991966978276
23.661015793251973,0.09755165496148427
23.78859604221636,0.10817995283843754
23.9057595,0.1252436216090346
